,alternative_id,alpha,optimal_grade,fun_val
0,0.0,0.0,2.7224323426464587,0.1928991972567372
1,0.0,0.1,2.6653892875100427,0.20155926400210514
2,0.0,0.2,2.620498595486643,0.20445901547229253
3,0.0,0.3,2.5511921622087748,0.19890440095855028
4,0.0,0.4,2.5511921601383216,0.1897456451425045
5,0.0,0.5,2.5511921601215737,0.18058689732873184
6,0.0,0.6,2.50392512998145,0.17038362693863413
7,0.0,0.7,2.390260393916339,0.15257123717511514
8,0.0,0.8,2.38597852700262,0.12829592156281105
9,0.0,0.9,2.385978527209531,0.10400894623468289
10,0.0,1.0,2.3859785269511566,0.0797219487392091
11,1.0,0.0,4.145737171711331,0.10416941867612783
12,1.0,0.1,4.125190494984343,0.10955891042501695
13,1.0,0.2,4.1004404764472575,0.1124837625423086
14,1.0,0.3,4.071553473274124,0.1123120903897273
15,1.0,0.4,4.052440476282747,0.10734202826571365
16,1.0,0.5,4.048885470730036,0.10143083414729814
17,1.0,0.6,4.048885470301526,0.09537798717781329
18,1.0,0.7,4.043030771732364,0.08927326943329343
19,1.0,0.8,3.986666526649855,0.0769971713772577
20,1.0,0.9,3.986666525710761,0.06371207508450108
21,1.0,1.0,3.986666522736749,0.050426961804233776
22,2.0,0.0,2.286743284809986,0.356683423950885
23,2.0,0.1,2.2884590075657263,0.47810587227881063
24,2.0,0.2,2.295901525963132,0.5993256826972561
25,2.0,0.3,2.3027770025979395,0.7202462524975051
26,2.0,0.4,2.3119846477309283,0.8407940896244286
27,2.0,0.5,2.334336635357948,0.9605986280396017
28,2.0,0.6,2.3924234486178406,1.077995702877113
29,2.0,0.7,2.9999998490529762,1.1825396684129494
30,2.0,0.8,2.9999999999609095,1.2328042162450439
31,2.0,0.9,2.999999999972278,1.283068774795798
32,2.0,1.0,2.999993937482626,1.3333394960734704
33,3.0,0.0,2.4524251720301735,0.1442125620250116
34,3.0,0.1,2.430505169917891,0.16178597460357694
35,3.0,0.2,2.3820431502237036,0.1757627517030349
36,3.0,0.3,2.330899338184927,0.18258888184228422
37,3.0,0.4,2.266061321926516,0.1812339159240067
38,3.0,0.5,2.1988996608933733,0.16568668921061575
39,3.0,0.6,2.1988996608914793,0.14744574607842945
40,3.0,0.7,2.198899657604818,0.12920480308418592
41,3.0,0.8,2.14172934602168,0.10497765027546238
42,3.0,0.9,2.1417293436631017,0.08020144236589095
43,3.0,1.0,2.1417293380385343,0.055425227468022434
44,4.0,0.0,2.190994289397355,0.38320489795814505
45,4.0,0.1,2.1675827736589155,0.35573733251163886
46,4.0,0.2,2.1392065475745863,0.32726018535920265
47,4.0,0.3,2.132817005408404,0.29817722890586773
48,4.0,0.4,2.132817005418524,0.2690181660428804
49,4.0,0.5,2.1328170053796454,0.2398591031842207
50,4.0,0.6,2.1328170079831175,0.21070035959411196
51,4.0,0.7,2.1328170053954043,0.18154113999738564
52,4.0,0.8,2.132817004657925,0.15238203501381004
53,4.0,0.9,2.1328170043981194,0.12322294914260283
54,4.0,1.0,2.132816967983102,0.09406398078413936
55,5.0,0.0,2.4806906112380043,0.14380740464975716
56,5.0,0.1,2.470596680092122,0.16099587783710922
57,5.0,0.2,2.445451311650159,0.17594084352693565
58,5.0,0.3,2.3847934600139347,0.18524810350423593
59,5.0,0.4,2.313919575545851,0.18615702224193642
60,5.0,0.5,2.241526142873332,0.17159580483046571
61,5.0,0.6,2.241526142841435,0.15326599710969213
62,5.0,0.7,2.2415261229236143,0.1349361973059558
63,5.0,0.8,2.1772885176860544,0.11015843193885186
64,5.0,0.9,2.1772885176921197,0.0843463273850147
65,5.0,1.0,2.1772884981017895,0.05853425004729149
66,6.0,0.0,2.1973580079527797,0.38498549385241354
67,6.0,0.1,2.177188789982097,0.3596743090303337
68,6.0,0.2,2.147576212404759,0.33327921400829474
69,6.0,0.3,2.1168350325785212,0.30578956237359456
70,6.0,0.4,2.075905996849191,0.27657669088283926
71,6.0,0.5,2.07590599119637,0.2462217749965141
72,6.0,0.6,2.0759059912721876,0.21586688749668703
73,6.0,0.7,2.075905991238567,0.18551199529078527
74,6.0,0.8,2.075905990472415,0.15515726120788398
75,6.0,0.9,2.0759059912580042,0.12480221413290592
76,6.0,1.0,2.0759059494419114,0.0944480040132988
77,7.0,0.0,2.2040132002986006,0.3953803010608713
78,7.0,0.1,2.1740765458909057,0.3695559118833372
79,7.0,0.2,2.138456522948968,0.34300487006106
80,7.0,0.3,2.133039264754127,0.3152912234841222
81,7.0,0.4,2.073324279944222,0.28577695485121674
82,7.0,0.5,2.0661304641136407,0.25456879440116587
83,7.0,0.6,2.066130454858225,0.22330182278154978
84,7.0,0.7,2.066130488986602,0.1920352679325688
85,7.0,0.8,2.0661304548537327,0.16076809874699344
86,7.0,0.9,2.06613045485814,0.12950123706321975
87,7.0,1.0,2.0661303997838534,0.09823453986170712
88,8.0,0.0,3.1038622042306914,0.13534071502167927
89,8.0,0.1,3.077867018052248,0.14057585579914084
90,8.0,0.2,3.051161769823952,0.1426021665559986
91,8.0,0.3,3.0212400774547694,0.14133130476598205
92,8.0,0.4,2.9905923012082614,0.13461641167781946
