,alternative_id,alpha,optimal_grade,fun_val
0,0.0,0.0,2.5998767786612254,0.054729973205440326
1,0.0,0.1,2.571764098609055,0.05658138492825048
2,0.0,0.2,2.5436514185568844,0.056852151091629194
3,0.0,0.3,2.5155387385047137,0.055542271695576496
4,0.0,0.4,2.487426058452543,0.052651746740092376
5,0.0,0.5,2.4593133784003727,0.048180576225176845
6,0.0,0.6,2.4312006983482024,0.04212876015082989
7,0.0,0.7,2.4030880182960317,0.034496298517051514
8,0.0,0.8,2.374975338243861,0.025283191323841717
9,0.0,0.9,2.3468626581916903,0.014489438571200504
10,0.0,1.0,2.31874997813952,0.0021150402591278736
11,1.0,0.0,4.693584421397048,0.007665026523110569
12,1.0,0.1,4.6904225427885935,0.007030273636406112
13,1.0,0.2,4.687260659143708,0.006375525762300935
14,1.0,0.3,4.684098775458333,0.00570078290079506
15,1.0,0.4,4.680936896486875,0.005006045051888468
16,1.0,0.5,4.67777502322699,0.004291312215581235
17,1.0,0.6,4.674613139560745,0.003556584391873201
18,1.0,0.7,4.671451255854026,0.0028018615807644674
19,1.0,0.8,4.668289372960903,0.0020271437822550393
20,1.0,0.9,4.665127494162455,0.0012324309963449272
21,1.0,1.0,4.661965615417739,0.00041772322303412036
22,2.0,0.0,2.318274917385156,0.4191249027509472
23,2.0,0.1,2.3197807589799737,0.5661217093949196
24,2.0,0.2,2.3212866005747914,0.7131139809210747
25,2.0,0.3,2.322792442169609,0.8601017173294119
26,2.0,0.4,2.324298283764427,1.0070849186199324
27,2.0,0.5,2.3258041253592445,1.1540635847926353
28,2.0,0.6,2.3273099669540622,1.3010377158475204
29,2.0,0.7,2.32881580854888,1.4480073117845884
30,2.0,0.8,2.3303216501436976,1.5949723726038392
31,2.0,0.9,2.3318274917385153,1.7419328983052726
32,2.0,1.0,2.333333333333333,1.8888888888888886
33,3.0,0.0,2.024629407420064,0.04059619441814043
34,3.0,0.1,2.0248496798573052,0.03700173324846312
35,3.0,0.2,2.0250699522945466,0.033407175038892574
36,3.0,0.3,2.025290224731788,0.029812519789428824
37,3.0,0.4,2.02551049716903,0.026217767500071862
38,3.0,0.5,2.0257307696062714,0.022622918170821675
39,3.0,0.6,2.0259510420435127,0.019027971801678277
40,3.0,0.7,2.026171314480754,0.01543292839264166
41,3.0,0.8,2.0263915869179963,0.011837787943711826
42,3.0,0.9,2.026611859355237,0.008242550454888775
43,3.0,1.0,2.026832131792479,0.004647215926172511
44,4.0,0.0,2.3565441056196095,0.31663633003826414
45,4.0,0.1,2.302213030365888,0.31196774271082084
46,4.0,0.2,2.2478819551121667,0.30139542390692653
47,4.0,0.3,2.193550879858445,0.28491937362658104
48,4.0,0.4,2.139219804604723,0.2625395918697844
49,4.0,0.5,2.084888729351002,0.23425607863653675
50,4.0,0.6,2.0305576540972803,0.20006883392683805
51,4.0,0.7,1.976226578843559,0.15997785774068818
52,4.0,0.8,1.9218955035898373,0.11398315007808721
53,4.0,0.9,1.8675644283361161,0.06208471093903517
54,4.0,1.0,1.8132333530823943,0.004282540323532052
55,5.0,0.0,2.1980504468968647,0.13116885290892705
56,5.0,0.1,2.1936732669354897,0.1209200352661789
57,5.0,0.2,2.1892960869741147,0.11063289821460215
58,5.0,0.3,2.1849189070127397,0.10030744175419691
59,5.0,0.4,2.180541727051365,0.08994366588496315
60,5.0,0.5,2.17616454708999,0.07954157060690088
61,5.0,0.6,2.1717873671286156,0.06910115592001005
62,5.0,0.7,2.16741018716724,0.05862242182429073
63,5.0,0.8,2.1630330072058657,0.04810536831974287
64,5.0,0.9,2.1586558272444907,0.037549995406366485
65,5.0,1.0,2.1542786472831157,0.026956303084161595
66,6.0,0.0,2.6782117173992255,0.11081294708852153
67,6.0,0.1,2.634285930207309,0.1173993035356789
68,6.0,0.2,2.590360143015394,0.12012671042197734
69,6.0,0.3,2.546434355823478,0.11899516774741685
70,6.0,0.4,2.502508568631562,0.11400467551199744
71,6.0,0.5,2.458582781439647,0.10515523371571914
72,6.0,0.6,2.414656994247731,0.0924468423585819
